Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
53349510,Czarna owca medycyny. Nieopowiedziana historia psychiatrii,Jeffrey A. Lieberman,"Lieberman, Jeffrey A.",Maciej Miłkowski,"=""""","=""9788366517400""",4,4.13,Wydawnictwo Poznańskie,,344,2019,2015,2020/11/22,2020/08/30,"popularnonaukowe, owned, woblink, 2020","popularnonaukowe (#3), owned (#600), woblink (#240), 2020 (#53)",read,,,,1,,,0,,,,,
1098486,The Center Cannot Hold: My Journey Through Madness,Elyn R. Saks,"Saks, Elyn R.",,"=""140130138X""","=""9781401301385""",0,4.26,Hachette Books,Hardcover,340,2007,2007,,2020/11/22,"to-read, popularnonaukowe","to-read (#1547), popularnonaukowe (#16)",to-read,,,,0,,,0,,,,,
13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,"Solomon, Andrew",,"=""0684854678""","=""9780684854670""",0,4.19,Scribner,Paperback,576,2002,2000,,2020/11/22,"to-read, popularnonaukowe","to-read (#1546), popularnonaukowe (#15)",to-read,,,,0,,,0,,,,,
39337479,Młyny boże. Zapiski o Kościele i Zagładzie,Jacek Leociak,"Leociak, Jacek",,"=""8380496469""","=""9788380496460""",4,4.27,Czarne ,Hardcover,200,2018,2018,2020/11/22,2020/08/20,"owned, woblink, 2020","owned (#559), woblink (#229), 2020 (#52)",read,,,,1,,,0,,,,,
43907746,Zerwana genealogia. Działalność społeczna i polityczna kobiet po 1945 roku a współczesny polski ruch kobiecy,Magdalena Grabowska,"Grabowska, Magdalena",,"=""""","=""9788373839311""",0,5.00,Wydawnictwo Naukowe Scholar,Paperback,322,2018,,,2020/11/22,"to-read, women","to-read (#1545), women (#92)",to-read,,,,0,,,0,,,,,
43524457,Zwrotnice dziejów. Alternatywne historie Polski,Andrzej Chwalba,"Chwalba, Andrzej","Wojciech Harpula, Robert Kleemann","=""8308068189""","=""9788308068182""",0,4.12,Wydawnictwo Literackie,Paperback,352,2019,2019,,2020/11/21,to-read,to-read (#1544),to-read,,,,0,,,0,,,,,
43599070,The Courage to be Happy: True Contentment Is In Your Power,Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,4.12,Allen & Unwin,Kindle Edition,,2019,2016,,2020/11/20,to-read,to-read (#1543),to-read,,,,0,,,0,,,,,
387190,Test-Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",0,4.08,Addison-Wesley Professional,Paperback,216,2002,2002,,2017/10/30,"to-read, software-development-growth","to-read (#30), software-development-growth (#35)",to-read,,,,0,,,0,,,,,
1400993,Smart and Gets Things Done: Joel Spolsky's Concise Guide to Finding the Best Technical Talent,Joel Spolsky,"Spolsky, Joel",,"=""1590598385""","=""9781590598382""",0,4.00,Apress,Paperback,182,2007,2007,,2020/11/20,"to-read, software-development-growth","to-read (#1540), software-development-growth (#34)",to-read,,,,0,,,0,,,,,
67825,Peopleware: Productive Projects and Teams,Tom DeMarco,"DeMarco, Tom",Timothy R. Lister,"=""0932633439""","=""9780932633439""",0,4.17,"Dorset House Publishing Company, Incorporated",Paperback,245,1999,1987,,2018/02/24,"to-read, software-development-growth","to-read (#122), software-development-growth (#33)",to-read,,,,0,,,0,,,,,
31409135,The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.13,Sourcebooks,Hardcover,479,2017,2017,,2020/11/20,"to-read, amazon, owned","to-read (#1539), amazon (#108), owned (#661)",to-read,,,,0,,,0,,,,,
51758003,Wstając z kolan. Reportaże o „dobrej zmianie”,Cezary Łazarewicz,"Łazarewicz, Cezary","Karolina Kijek, Marek Górlikowski, Zbigniew Borek, Tomasz Kwaśniewski, Jerzy Jurecki, Ewa Wanat, Aleksandra Pezda, Elżbieta Rutkowska, Mikołaj Grynberg","=""8381691621""","=""9788381691628""",0,3.75,Prószyński i S-ka,Paperback,232,2019,2019,,2020/11/19,"to-read, artrage-bookrage, owned","to-read (#1538), artrage-bookrage (#140), owned (#660)",to-read,,,,0,,,0,,,,,
27917808,Tatuaż z tryzubem,Ziemowit Szczerek,"Szczerek, Ziemowit",,"=""8380491777""","=""9788380491779""",0,3.90,Czarne,Paperback,328,2015,2015,,2020/08/20,"to-read, owned, woblink, artrage-bookrage","to-read (#1359), owned (#555), woblink (#225), artrage-bookrage (#139)",to-read,,,,0,,,0,,,,,
52771583,Folwark komendanta: Kulisy działania patologicznych systemów w polskiej policji oczami byłego funkcjonariusza,Norbert Grzegorz Kościesza,"Kościesza, Norbert Grzegorz",,"=""""","=""9788366338890""",0,3.10,Wydawnictwo Mova,Paperback,256,2019,2019,,2020/11/19,"to-read, artrage-bookrage, owned","to-read (#1537), artrage-bookrage (#138), owned (#659)",to-read,,,,0,,,0,,,,,
28637355,Życie i śmierć na Drodze Umarłych,Tomasz Grzywaczewski,"Grzywaczewski, Tomasz",,"=""""","=""9788308058138""",0,3.38,Wydawnictwo Literackie,Paperback,256,2015,2015,,2020/11/19,"to-read, artrage-bookrage, owned","to-read (#1536), artrage-bookrage (#137), owned (#658)",to-read,,,,0,,,0,,,,,
36262006,Człowiek w przystępnej cenie. Reportaże z Tajlandii,Urszula Jabłońska,"Jabłońska, Urszula",,"=""8394725473""","=""9788394725471""",0,3.72,Dowody na Istnienie,Paperback,232,2017,2017,,2020/11/19,"to-read, artrage-bookrage, owned","to-read (#1535), artrage-bookrage (#136), owned (#657)",to-read,,,,0,,,0,,,,,
52942382,Ołowiane dzieci,Michał Jędryka,"Jędryka, Michał",,"=""8366586057""","=""9788366586055""",2,3.35,Wydawnictwo Krytyki Politycznej,Paperback,256,2020,2020,2020/08/23,2020/07/24,"ebookpoint, owned, 2020, artrage-bookrage","ebookpoint (#24), owned (#538), 2020 (#43), artrage-bookrage (#135)",read,"Historia warta uwagi, ale fabularyzacja jest dosc infantylna i nadmuchana",,,1,,,0,,,,,
34443714,"Wojna braci. Bojownicy, dżihadyści, kidnaperzy",Marcin Mamoń,"Mamoń, Marcin",,"=""""","=""9788308063125""",0,3.53,Wydawnictwo Literackie ,,496,2017,2017,,2020/11/19,"to-read, artrage-bookrage, owned","to-read (#1534), artrage-bookrage (#134), owned (#656)",to-read,,,,0,,,0,,,,,
43402854,Kebabistan,Krystian Nowak,"Nowak, Krystian",Jakub Szafrański,"=""""","=""""",0,3.96,Wydawnictwo Krytyki Politycznej,ebook,,2020,2020,,2020/08/19,"to-read, artrage-bookrage, owned","to-read (#1354), artrage-bookrage (#133), owned (#655)",to-read,,,,0,,,0,,,,,
46268134,Nie zdążę,Olga Gitkiewicz,"Gitkiewicz, Olga",,"=""8365970392""","=""9788365970398""",5,3.61,Dowody na Istnienie,Paperback,240,2019,2019,2019/12/02,2019/10/26,"2019, polska-mieszkam-w-polsce, artrage-bookrage","2019 (#50), polska-mieszkam-w-polsce (#19), artrage-bookrage (#132)",read,,,,1,,,0,,,,,
51155778,Civilizations,Laurent Binet,"Binet, Laurent",,"=""""","=""9782246813101""",0,3.59,Grasset,ebook,384,2019,2019,,2020/11/18,to-read,to-read (#1533),to-read,,,,0,,,0,,,,,
36687229,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,"Kendall, Mikki",,"=""""","=""""",0,4.44,Viking,Hardcover,288,2020,2020,,2020/11/16,"to-read, women, amazon, owned","to-read (#1532), women (#91), amazon (#107), owned (#654)",to-read,,,,0,,,0,,,,,
40554115,The Gendered Brain: The New Neuroscience That Shatters the Myth of the Female Brain,Gina Rippon,"Rippon, Gina",,"=""184792476X""","=""9781847924766""",0,3.93,Bodley Head,Paperback,448,2019,2019,,2020/11/16,"to-read, polecajki-z-fejsa, popularnonaukowe, women","to-read (#1531), polecajki-z-fejsa (#54), popularnonaukowe (#14), women (#90)",to-read,,,,0,,,0,,,,,
48635408,Men Who Hate Women - From Incels to Pickup Artists: The Truth about Extreme Misogyny and How It Affects Us All,Laura Bates,"Bates, Laura",,"=""""","=""""",0,4.42,Simon & Schuster UK,Kindle Edition,384,2020,2020,,2020/11/16,"to-read, polecajki-z-fejsa, women","to-read (#1530), polecajki-z-fejsa (#52), women (#88)",to-read,,,,0,,,0,,,,,
651653,The Macho Paradox: Why Some Men Hurt Women and How All Men Can Help,Jackson Katz,"Katz, Jackson",,"=""1402204019""","=""9781402204012""",0,4.17,Sourcebooks,Paperback,296,2006,2006,,2020/11/16,"to-read, polecajki-z-fejsa","to-read (#1529), polecajki-z-fejsa (#51)",to-read,,,,0,,,0,,,,,
39849207,Hańba! Opowieści o polskiej zdradzie,Agnieszka Haska,"Haska, Agnieszka",,"=""""","=""9788328053472""",0,3.75,Wydawnictwo W.A.B.,Hardcover,352,2018,2018,,2020/11/14,"to-read, polska-mieszkam-w-polsce","to-read (#1528), polska-mieszkam-w-polsce (#32)",to-read,,,,0,,,0,,,,,
52761102,"Kimkolwiek jesteś (Ukryta sieć, #2)",Jakub Szamałek,"Szamałek, Jakub",,"=""8328065045""","=""9788328065048""",0,4.15,Wydawnictwo W.A.B.,Paperback,416,2019,2019,,2020/11/14,"to-read, kryminaly, owned, świat-książki","to-read (#1526), kryminaly (#2), owned (#653), świat-książki (#13)",to-read,,,,0,,,0,,,,,
53307243,Od dwóch tysięcy lat,Mihail Sebastian,"Sebastian, Mihail",,"=""""","=""""",0,4.06,Książkowe Klimaty,Paperback,336,2020,1934,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1525), artrage-bookrage (#131), owned (#651)",to-read,,,,0,,,0,,,,,
25460809,Księga Szeptów,Varujan Vosganian,"Vosganian, Varujan","Joanna Kornaś-Warwas, Justyna Boguś, Magdalena Kocińska (O!Studio)","=""""","=""9788364887314""",0,4.19,Książkowe Klimaty,Paperback,436,2015,2009,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1524), artrage-bookrage (#130), owned (#650)",to-read,,,,0,,,0,,,,,
42736105,Sprzedawca początków powieści,Matei Vişniec,"Vişniec, Matei","Joanna Kornaś-Warwas, Jakub Kornhauser","=""""","=""9788324234363""",0,4.16,Towarzystwo Autorów i Wydawców Prac Naukowych UNIVERSITAS,Paperback,371,2018,2013,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1523), artrage-bookrage (#129), owned (#649)",to-read,,,,0,,,0,,,,,
51025776,Dama z młodzieńcem,Nora Iuga,"Iuga, Nora",Kazimierz Jurczak,"=""""","=""9788324234332""",0,3.79,Universitas,,144,2018,2000,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1522), artrage-bookrage (#128), owned (#648)",to-read,,,,0,,,0,,,,,
50712252,Wewnętrzny zero,Lavinia Braniște,"Braniște, Lavinia",Olga Bartosiewicz,"=""""","=""9788324235537""",0,4.05,Universitas,Paperback,256,2019,2016,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1521), artrage-bookrage (#127), owned (#647)",to-read,,,,0,,,0,,,,,
42435083,Rozświetlona jama. Dziennik sanatoryjny,Max Blecher,"Blecher, Max",Joanna Kornaś-Warwas,"=""836559577X""","=""9788365595775""",0,4.26,Książkowe Klimaty,Paperback,189,2018,1971,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1520), artrage-bookrage (#126), owned (#646)",to-read,,,,0,,,0,,,,,
51657909,Parochia,Dan Coman,"Coman, Dan",Joanna Kornaś-Warwas,"=""8324235523""","=""9788324235520""",0,3.96,Universitas,Paperback,164,2019,2012,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1519), artrage-bookrage (#125), owned (#645)",to-read,,,,0,,,0,,,,,
662564,Nostalgia,Mircea Cărtărescu,"Cărtărescu, Mircea",Julian Semilian,"=""0811215881""","=""9780811215886""",0,4.30,New Directions,Paperback,361,2005,1989,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1518), artrage-bookrage (#124), owned (#644)",to-read,,,,0,,,0,,,,,
25368638,Bliskość,Marin Mălaicu-Hondrari,"Mălaicu-Hondrari, Marin",Dominik Małecki,"=""""","=""9788364887123""",0,4.10,Książkowe Klimaty,Paperback,295,2015,2010,,2020/11/11,"to-read, artrage-bookrage, owned","to-read (#1517), artrage-bookrage (#123), owned (#643)",to-read,,,,0,,,0,,,,,
45416298,Sodoma. Hipokryzja i władza w Watykanie,Frédéric Martel‏,"Martel‏, Frédéric","Anastazja Dwulit, Elżbieta Derelkowska, Jagna Wisz","=""""","=""9788326828324""",0,3.84,Agora S.A.,ebook,718,2019,2019,,2020/11/10,"to-read, owned, publio","to-read (#1516), owned (#642), publio (#54)",to-read,,,,0,,,0,,,,,
7615277,Czerwone i czarne,Stendhal,"Stendhal, Stendhal",Tadeusz Boy-Żeleński,"=""8305114589""","=""""",0,3.88,Książka i Wiedza,Hardcover,496,1988,1830,,2020/11/09,to-read,to-read (#1515),to-read,,,,0,,,0,,,,,
687782,"Eunuchs for the Kingdom of Heaven: Women, Sexuality and the Catholic Church",Uta Ranke-Heinemann,"Ranke-Heinemann, Uta",Peter Heinegg,"=""0140165002""","=""9780140165005""",0,4.03,Penguin Books,Paperback,368,1991,1988,,2020/11/08,"to-read, women","to-read (#1514), women (#87)",to-read,,,,0,,,0,,,,,
16146372,Girl Trouble: Panic and Progress in the History of Young Women,Carol Dyhouse,"Dyhouse, Carol",,"=""1780324936""","=""9781780324937""",0,3.90,Zed Books,Paperback,328,2013,2013,,2020/11/08,"to-read, women","to-read (#1512), women (#86)",to-read,,,,0,,,0,,,,,
27718403,Drogi feminizmu. Od kapitalizmu państwowego do neoliberalnego kryzysu,Nancy Fraser,"Fraser, Nancy",Hanna Gill-Piątek,"=""""","=""9788363855963""",0,3.98,Wydawnictwo Krytyki Politycznej,Paperback,336,2014,2013,,2020/11/08,"to-read, women","to-read (#1511), women (#85)",to-read,,,,0,,,0,,,,,
12278948,(De)Konstrukcje kobiecości. Podmiot feminizmu a problem wykluczenia,Joanna Mizielińska,"Mizielińska, Joanna",,"=""8389405520""","=""""",0,4.00,,,,,2011,,2020/11/08,"to-read, women","to-read (#1510), women (#84)",to-read,,,,0,,,0,,,,,
17573685,The Feminine Mystique,Betty Friedan,"Friedan, Betty","Anna Quindlen, Gail Collins","=""0393346781""","=""9780393346787""",0,3.86,W. W. Norton  Company,Paperback,562,2013,1963,,2020/11/07,"to-read, women","to-read (#1509), women (#83)",to-read,,,,0,,,0,,,,,
55280323,"Mindf*ck. Cambridge Analytica, czyli jak popsuć demokrację",Christopher Wylie,"Wylie, Christopher",Michał Strąkow,"=""8366575276""","=""9788366575271""",0,4.43,Insignis,Paperback,480,2020,2019,,2020/10/01,"to-read, popularnonaukowe, owned, świat-książki","to-read (#1441), popularnonaukowe (#9), owned (#641), świat-książki (#12)",to-read,,,,0,,,0,,,,,
53761660,"Zbyt inteligentni, żeby żyć szczęśliwie",Jeanne Siaud-Facchin,"Siaud-Facchin, Jeanne",Monika Szewc-Osiecka,"=""8366380505""","=""9788366380509""",0,3.87,Feeria,Paperback,336,2020,2008,,2020/11/05,to-read,to-read (#1508),to-read,,,,0,,,0,,,,,
43811321,Things We Didn't Talk About When I Was a Girl: A Memoir,Jeannie Vanasco,"Vanasco, Jeannie",,"=""1947793454""","=""9781947793453""",0,3.91,Tin House Books,Hardcover,360,2019,2019,,2020/11/02,"to-read, women","to-read (#1507), women (#82)",to-read,,,,0,,,0,,,,,
41710624,Kobiety i władza. Manifest,Mary Beard,"Beard, Mary",Ewa Hornowska,"=""8380624092""","=""9788380624092""",5,4.03,Rebis,Hardcover,136,2018,2017,2020/11/01,2020/10/19,"women, owned, woblink, 2020","women (#59), owned (#638), woblink (#245), 2020 (#51)",read,,,,1,,,0,,,,,
49049981,Świadoma kobiecość,Marion Woodman,"Woodman, Marion",Małgorzata Kalinowska,"=""""","=""9788395588808""",0,4.48,Instytut Studiów Kulturowych Raven,Paperback,264,2019,1993,,2020/10/31,"to-read, women","to-read (#1506), women (#81)",to-read,,,,0,,,0,,,,,
49960850,"Wolność, równość, przemoc. Czego nie chcemy sobie powiedzieć",Agata Sikora,"Sikora, Agata",,"=""8366147193""","=""9788366147195""",0,3.96,Karakter,Paperback,256,2019,2019,,2019/10/22,"to-read, women","to-read (#622), women (#80)",to-read,,,,0,,,0,,,,,
29070100,Zakazane ciało,Diane Ducret,"Ducret, Diane",Anna Maria Nowak,"=""8324034420""","=""9788324034420""",0,3.67,Znak Horyzont,,382,2016,2014,,2020/10/31,"to-read, women","to-read (#1501), women (#79)",to-read,,,,0,,,0,,,,,
10514394,Druga płeć,Simone de Beauvoir,"Beauvoir, Simone de","Gabriela Mycielska, Maria Leśniewska","=""8388875612""","=""9788388875618""",0,4.13,Czarna Owca,,824,2014,1949,,2020/10/31,"to-read, women","to-read (#1502), women (#78)",to-read,,,,0,,,0,,,,,
25483680,Złoty notes,Doris Lessing,"Lessing, Doris",,"=""""","=""9788324710843""",0,3.76,Świat Książki,Hardcover,823,2009,1962,,2020/10/31,"to-read, women","to-read (#1505), women (#77)",to-read,,,,0,,,0,,,,,
33626252,Kłopot z kobietami,Jacky Fleming,"Fleming, Jacky",Maria Makuch,"=""8324041672""","=""9788324041671""",0,4.24,Znak,Paperback,128,2017,2016,,2020/10/31,"to-read, women","to-read (#1504), women (#76)",to-read,,,,0,,,0,,,,,
4343531,"Rykoszetem. Rzecz o płci, seksualności i narodzie",Agnieszka Graff,"Graff, Agnieszka",,"=""8374144017""","=""9788374144018""",0,3.97,W.A.B.,paperback,264,2008,2008,,2020/10/31,"to-read, women","to-read (#1503), women (#75)",to-read,,,,0,,,0,,,,,
2937780,Świat bez kobiet. Płeć w polskim życiu publicznym,Agnieszka Graff,"Graff, Agnieszka",,"=""8374144513""","=""9788374144513""",0,4.03,W.A.B.,Paperback,296,2002,2002,,2020/08/21,"to-read, women","to-read (#1369), women (#74)",to-read,,,,0,,,0,,,,,
42114208,The Neverending Story,Michael Ende,"Ende, Michael",Ralph Manheim,"=""""","=""""",3,4.16,Puffin Books,Kindle Edition,448,1993,1979,2019/05/12,2018/11/09,"amazon, owned, 2019","amazon (#14), owned (#181), 2019 (#17)",read,,,,1,,,0,,,,,
50724783,O tym się nie mówi,Emilie Pine,"Pine, Emilie",Joanna Figiel,"=""""","=""9788395284748""",0,4.12,Wydawnictwo Cyranka,,192,2020,2018,,2020/10/27,"to-read, women, ebookpoint, owned","to-read (#1500), women (#73), ebookpoint (#28), owned (#639)",to-read,,,,0,,,0,,,,,
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",0,4.15,Portfolio,Hardcover,226,2016,2016,,2020/10/25,to-read,to-read (#1499),to-read,,,,0,,,0,,,,,
34823566,#WstydźSię!,Jon Ronson,"Ronson, Jon","Katarzyna Dudzik, Olga Siara","=""""","=""9788365743206""",0,3.93,Insignis Media,ebook,336,2017,2015,,2020/10/25,"to-read, popularnonaukowe","to-read (#1498), popularnonaukowe (#13)",to-read,,,,0,,,0,,,,,
23531694,Cudowna,Piotr Nesterowicz,"Nesterowicz, Piotr",,"=""""","=""9788393811236""",0,3.53,Wydawnictwo Dowody na Istnienie,Paperback,192,2014,2014,,2020/10/24,to-read,to-read (#1497),to-read,,,,0,,,0,,,,,
33837400,Plaża za szafą. Polska kryminalna,Marcin Kącki,"Kącki, Marcin",,"=""""","=""9788326819490""",0,3.52,Agora S.A.,ebook,312,2017,2017,,2020/10/24,to-read,to-read (#1496),to-read,,,,0,,,0,,,,,
25939738,Matki,Pavol Rankov,"Rankov, Pavol",Tomasz Grabiński,"=""8364887076""","=""9788364887079""",0,4.16,Książkowe Klimaty,Paperback,430,2015,2011,,2020/10/23,"to-read, artrage-bookrage, owned, women","to-read (#1495), artrage-bookrage (#121), owned (#636), women (#71)",to-read,,,,0,,,0,,,,,
48755167,"Walcz, protestuj, zmieniaj świat. Psychologia aktywizmu",Tomasz Besta,"Besta, Tomasz","Katarzyna Jaśko, Joanna Grzymała-Moszczyńska, Paulina Górska","=""""","=""9788365731999""",0,4.21,Smak słowa,Paperback,440,2019,,,2020/08/09,"to-read, artrage-bookrage, owned, women","to-read (#1321), artrage-bookrage (#72), owned (#540), women (#70)",to-read,,,,0,,,0,,,,,
26836653,Pro. Odzyskajmy prawo do aborcji,Katha Pollitt,"Pollitt, Katha","Jakub Głuszak, Katarzyna Błahuta","=""""","=""9788364682759""",0,4.28,Krytyka Polityczna,Paperback,276,2015,2015,,2020/10/23,"artrage-bookrage, ebookpoint, owned, women, to-read","artrage-bookrage (#120), ebookpoint (#27), owned (#635), women (#69), to-read (#1494)",to-read,,,,0,,,0,,,,,
30241816,Dom kata,Tompa Andrea,"Andrea, Tompa",Anna Butrym,"=""""","=""9788364887529""",0,4.04,Książkowe Klimaty,Paperback,524,2016,2010,,2020/10/23,"to-read, artrage-bookrage, owned, women","to-read (#1493), artrage-bookrage (#119), owned (#634), women (#68)",to-read,,,,0,,,0,,,,,
36247037,Kobiecość to syf i kropka,Frau Wolf,"Wolf, Frau",,"=""836585306X""","=""9788365853066""",0,2.36,Wydawnictwo Krytyki Politycznej,Paperback,256,2017,,,2020/10/23,"to-read, artrage-bookrage, owned, women","to-read (#1492), artrage-bookrage (#118), owned (#633), women (#67)",to-read,,,,0,,,0,,,,,
53897562,Molestowane. Historie bezbronnych,Katarzyna Borowska,"Borowska, Katarzyna",Anna Matusiak-Rześniowiecka,"=""""","=""9788380324732""",0,3.93,Wielka Litera,Paperback,304,2020,2020,,2020/10/23,"to-read, artrage-bookrage, owned, women","to-read (#1491), artrage-bookrage (#117), owned (#632), women (#66)",to-read,,,,0,,,0,,,,,
35260564,Żałując macierzyństwa,Orna Donath,"Donath, Orna",Elżbieta Filipow,"=""8365506823""","=""9788365506825""",0,4.09,Wydawnictwo Kobiece,Paperback,312,2017,2016,,2019/11/17,"to-read, artrage-bookrage, owned, women","to-read (#662), artrage-bookrage (#116), owned (#631), women (#65)",to-read,,,,0,,,0,,,,,
46196877,Krucjata polska,Agata Diduszko-Zyglewska,"Diduszko-Zyglewska, Agata",,"=""""","=""9788366232259""",0,3.67,Krytyka Polityczna,Paperback,256,2019,2019,,2019/10/12,"to-read, polska-mieszkam-w-polsce, artrage-bookrage, women","to-read (#617), polska-mieszkam-w-polsce (#31), artrage-bookrage (#115), women (#64)",to-read,,,,0,,,0,,,,,
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.20,Nan A. Talese,Hardcover,422,2019,2019,2020/04/04,2020/03/25,"woblink, owned, 2020, artrage-bookrage, women","woblink (#188), owned (#438), 2020 (#22), artrage-bookrage (#114), women (#63)",read,Minus jedna gwiazdka dla tlumacza za sedzine zamiast sedzi,,,1,,,0,,,,,
45300732,Własny pokój,Virginia Woolf,"Woolf, Virginia","Agnieszka Graff, Sylwia Chutnik, Karolina Sulej","=""""","=""""",0,4.29,OsnoVa,Paperback,252,2019,2019,,2020/10/23,"to-read, artrage-bookrage, owned, women","to-read (#1490), artrage-bookrage (#112), owned (#630), women (#61)",to-read,,,,0,,,0,,,,,
